"zkrBudovy";"cisloMistnosti";"katedra";"pracoviste";"typCiselne";"typ";"kapacita";"spolecnyFond";"provozOd";"provozDo";"poznamka";"plocha";"vyskaMistnosti";"dvereCislo";"podlazi";"obec";"ulice";"cisloPopisne";"adresaBudovy";"serial";"urlMistnost";"urlBudova";"identifikatorMistnost";"identifikatorBudova"
"ZD";"03038";"FZS";"Fakulta zdravotnických studií";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"16.0";"";"";"3";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZD";"020403038";""
"ZD";"03042";"FZS";"Fakulta zdravotnických studií";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"17.0";"";"";"3";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZD";"020403042";""
"ZD";"03051";"FZS";"Fakulta zdravotnických studií";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"21.0";"";"";"3";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZD";"020403051";""
"ZD";"03052";"FZS";"Fakulta zdravotnických studií";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"8.0";"";"";"3";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZD";"020403052";""
"DA";"01006";"DFJ";"Dopravní fakulta Jana Pernera";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"43.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DA";"031901006";""
"CA";"03016";"KIT";"Katedra informaèních technologií";"9";"Kanceláø";"1";"ne";"1.1.2011";"";"";"17.0";"";"";"3";"Pardubice";"nám. Ès. legií";" 565";"nám. Ès. legií,565, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CA";"010203016";""
"DE";"F";"VIP";"Vzdìlávací a informaèní pracovištì DFJP";"9";"Kanceláø";"1";"ne";"1.8.2016";"";"";"";"";"";"0";"Praha";"Pod výtopnou";" 2";"Pod výtopnou,2, Praha";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DE";"";""
"EX";"HKFVZ";"KTS";"Katedra tìlovýchovy a sportu";"8";"Jiná";"25";"ne";"1.9.2016";"";"tìlocvièna Fakulty vojenského zdravotnictví v Hradci Králové";"";"";"";"0";"Pardubice";"x";"";"x, Pardubice";"";"";"";"";""
"EX";"EXT";"FR";"Fakulta restaurování";"8";"Jiná";"20";"ne";"1.10.2016";"";"Exteriéry FR";"";"";"";"0";"Pardubice";"x";"";"x, Pardubice";"";"";"";"";""
"EX";"EXT1";"FR";"Fakulta restaurování";"8";"Jiná";"20";"ne";"1.10.2016";"";"Exteriéry FR";"";"";"";"0";"Pardubice";"x";"";"x, Pardubice";"";"";"";"";""
"EX";"EXT2";"FR";"Fakulta restaurování";"8";"Jiná";"20";"ne";"1.10.2016";"";"Exteriéry FR";"";"";"";"0";"Pardubice";"x";"";"x, Pardubice";"";"";"";"";""
"EX";"Sokol";"KTS";"Katedra tìlovýchovy a sportu";"8";"Jiná";"20";"ne";"1.9.2015";"";"";"";"";"";"1";"Pardubice";"x";"";"x, Pardubice";"";"";"";"";""
"CA";"02013";"CEMNAT";"Centrum materiálù a nanotechnologií";"9";"Kanceláø";"1";"ne";"1.2.2016";"";"";"";"";"";"2";"Pardubice";"nám. Ès. legií";" 565";"nám. Ès. legií,565, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CA";"";""
"RC";"ARMS1";"ARMS";"Ateliér restaurování malby a sgrafita";"6";"Ateliér";"10";"ne";"1.1.2005";"";"ARMS1";"47.0";"";"";"1";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070301035";""
"RC";"ARMS2";"ARMS";"Ateliér restaurování malby a sgrafita";"6";"Ateliér";"10";"ne";"1.1.2005";"";"ARMS2";"30.0";"";"";"1";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070301017";""
"RC";"ARP1";"ARPKVD";"Ateliér restaurování papíru, knižní vazby a dokumentù";"6";"Ateliér";"5";"ne";"1.1.2005";"";"ARP1";"24.0";"";"";"2";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070302012";""
"RC";"ARP2";"ARPKVD";"Ateliér restaurování papíru, knižní vazby a dokumentù";"6";"Ateliér";"5";"ne";"1.1.2005";"";"ARP2";"19.0";"";"";"2";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070302011";""
"RC";"ARP3";"ARPKVD";"Ateliér restaurování papíru, knižní vazby a dokumentù";"6";"Ateliér";"5";"ne";"1.1.2005";"";"ARP3";"50.0";"";"";"2";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070302006";""
"RC";"ARP4";"ARPKVD";"Ateliér restaurování papíru, knižní vazby a dokumentù";"6";"Ateliér";"5";"ne";"1.1.2005";"";"ARP4";"19.0";"";"";"2";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070302009";""
"RC";"ARP5";"ARPKVD";"Ateliér restaurování papíru, knižní vazby a dokumentù";"6";"Ateliér";"5";"ne";"1.1.2005";"";"ARP5";"29.0";"";"";"2";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070302008";""
"RC";"ARUDP1";"ARUDP";"Ateliér restaurování umìleckých dìl na papíru";"6";"Ateliér";"5";"ne";"1.1.2005";"";"ARUDP1";"97.0";"";"";"1";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070301037";""
"RC";"ARUDP2";"ARUDP";"Ateliér restaurování umìleckých dìl na papíru";"6";"Ateliér";"5";"ne";"1.1.2005";"";"ARUDP2";"26.0";"";"";"1";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070301038";""
"RC";"ARUDP3";"ARUDP";"Ateliér restaurování umìleckých dìl na papíru";"6";"Ateliér";"5";"ne";"1.1.2005";"";"ARUDP3";"27.0";"";"";"1";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070301040";""
"RC";"BAD1";"KHVFR";"Katedra humanitních vìd FR";"9";"Kanceláø";"2";"ne";"1.1.2015";"";"bad1";"26.0";"";"";"2";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070302033";""
"RC";"GRD1";"ARPKVD";"Ateliér restaurování papíru, knižní vazby a dokumentù";"6";"Ateliér";"10";"ne";"1.1.2005";"";"GRD1";"27.0";"";"";"1";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070301007";""
"RC";"GRD2";"ARPKVD";"Ateliér restaurování papíru, knižní vazby a dokumentù";"6";"Ateliér";"10";"ne";"1.1.2005";"";"GRD2";"27.0";"";"";"1";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070301008";""
"RC";"KANC1";"KHVFR";"Katedra humanitních vìd FR";"9";"Kanceláø";"1";"ne";"1.1.2005";"";"kanc1";"";"";"";"1";"Litomyšl";"Jiráskova";" 8";"Jiráskova,8, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"";""
"CA";"02046";"KRP";"Katedra øízení procesù";"9";"Kanceláø";"1";"ne";"1.10.2011";"";"";"15.0";"";"";"2";"Pardubice";"nám. Ès. legií";" 565";"nám. Ès. legií,565, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CA";"010202046";""
"EB";"01008";"DFJ";"Dopravní fakulta Jana Pernera";"3";"Uèebna poèítaèová";"20";"ne";"1.1.2015";"";"";"51.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401008";""
"EB";"01009";"FF";"Fakulta filozofická";"4";"Uèebna jazyková";"26";"ne";"1.1.2015";"";"";"53.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401009";""
"EB";"01010";"FF";"Fakulta filozofická";"4";"Uèebna jazyková";"26";"ne";"1.1.2015";"";"";"53.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401010";""
"EB";"01011";"FF";"Fakulta filozofická";"4";"Uèebna jazyková";"26";"ne";"1.1.2015";"";"";"53.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401011";""
"EB";"01024";"FF";"Fakulta filozofická";"4";"Uèebna jazyková";"26";"ne";"1.1.2015";"";"";"60.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401024";""
"EB";"01019";"FF";"Fakulta filozofická";"2";"Uèebna";"46";"ne";"1.1.2015";"";"";"67.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401019";""
"EB";"E2";"FF";"Fakulta filozofická";"1";"Posluchárna";"146";"ne";"1.1.2015";"";"";"193.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401020";""
"EB";"01012";"FF";"Fakulta filozofická";"4";"Uèebna jazyková";"26";"ne";"1.1.2015";"";"";"53.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401012";""
"EB";"01023";"FF";"Fakulta filozofická";"3";"Uèebna poèítaèová";"20";"ne";"1.1.2015";"";"";"59.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401023";""
"EB";"E1";"FES";"Fakulta ekonomicko-správní";"1";"Posluchárna";"176";"ne";"1.1.2015";"";"";"241.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401013";""
"EB";"01018";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"46";"ne";"1.1.2015";"";"";"67.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401018";""
"EB";"01017";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"46";"ne";"1.1.2015";"";"";"67.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401017";""
"EB";"01022";"USII";"Ústav systémového inženýrství a informatiky";"3";"Uèebna poèítaèová";"20";"ne";"1.1.2015";"";"";"60.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EB";"032401022";""
"ZD";"03050";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"10";"ne";"1.4.2017";"";"";"20.0";"";"";"3";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZD";"020403050";""
"ZE";"4";"FZS";"Fakulta zdravotnických studií";"2";"Uèebna";"12";"ne";"1.1.2013";"";"";"28.0";"";"";"1";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZE";"020501010";""
"ZC";"23a";"FZS";"Fakulta zdravotnických studií";"2";"Uèebna";"20";"ne";"1.9.2017";"";"vznikne pøepažením místnosti ZC-23";"";"";"";"2";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZC";"";""
"RB";"ARK1";"ARK";"Ateliér restaurování kamene";"6";"Ateliér";"5";"ne";"1.1.2005";"";"";"85.0";"";"";"1";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070201009";""
"RB";"ARK2";"ARK";"Ateliér restaurování kamene";"6";"Ateliér";"5";"ne";"1.1.2005";"";"";"93.0";"";"";"1";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070201007";""
"RB";"ARK3";"ARK";"Ateliér restaurování kamene";"6";"Ateliér";"5";"ne";"1.1.2005";"";"";"14.0";"";"";"1";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070201004";""
"RB";"ARK4";"ARK";"Ateliér restaurování kamene";"6";"Ateliér";"5";"ne";"1.1.2005";"";"";"86.0";"";"";"1";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070201003";""
"RB";"AVP1";"AVP";"Ateliér výtvarné pøípravy";"6";"Ateliér";"20";"ne";"1.1.2005";"";"";"192.0";"";"";"2";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070202005";""
"RB";"AVP2";"AVP";"Ateliér výtvarné pøípravy";"6";"Ateliér";"8";"ne";"1.1.2005";"";"";"192.0";"";"";"2";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070202005";""
"RB";"LAB1";"KCHTFR";"Katedra chemické technologie FR";"5";"Laboratoø";"20";"ne";"1.1.2005";"";"";"47.0";"";"";"1";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070201012";""
"ZX";"NLNEU";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Neurologické oddìlení, NPK a.s. Nemocnice Litomyšl";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://litomysl.nempk.cz/";"";"";""
"RB";"LAB2";"KCHTFR";"Katedra chemické technologie FR";"5";"Laboratoø";"3";"ne";"1.1.2005";"";"";"11.0";"";"";"2";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RB";"070202009";""
"ZX";"NLNEUJ";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Neurologické oddìlení JIP, NPK a.s. Nemocnice Litomyšl";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://litomysl.nempk.cz/";"";"";""
"ZX";"NLORT";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Ortopedické oddìlení JIP, NPK a.s. Nemocnice Litomyšl";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://litomysl.nempk.cz/";"";"";""
"ZX";"NLRD";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Radiodiagnostika, NPK a.s. Nemocnice Litomyšl";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://litomysl.nempk.cz/";"";"";""
"ZX";"NPARO";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Anesteziologicko resuscitaèní oddìlení, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPAROS";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Anesteziologicko resuscitaèní oddìlení - sály, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCOSC";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Centrální operaèní sály - chirurgické, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCOSS";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Centrální operaèní sály - sterilizace, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPDET2";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Dìtské oddìlení - 2.patro, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPDETA";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Dìtské oddìlení - ambulance, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPDETJ";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Dìtské oddìlení - JIP, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPDETP";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Dìtské oddìlení - pøízemí, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPGER1";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Geriatrické centrum - 1.patro, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPGER2";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Geriatrické centrum - 2.patro, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPGERA";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Geriatrické centrum - ambulance, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCHI";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Chirurgické oddìlení, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCHI4";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Chirurgické oddìlení 4.patro lùžková èást, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCHI5";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Chirurgické oddìlení 5.patro lùžková èást, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCHIA";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Chirurgické oddìlení - ambulance, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCHIC";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Chirurgické oddìlení cévní, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCHID";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Chirurgické oddìlení - dìtské, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCHIJ";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Chirurgické oddìlení JIP, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCHIP";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Chirurgické oddìlení - dospávací pokoj, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPCHIS";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Stomatochirurgie, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPINF1";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Infekèní oddìlení 1.patro, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPINF2";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Infekèní oddìlení 2.patro, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPINT5";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Interní oddìlení - 5.patro, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPINT6";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Interní oddìlení - 6.patro, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPINTA";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Interní oddìlení - ambulance, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPINTJ";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Interní oddìlení - JIP, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPKAR1";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Kardiologické oddìlení - 1.patro, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPKAR2";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Kardiologické oddìlení - 2.patro, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPKARA";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Kardiologické oddìlení - Arytmologická jednotka, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPKARK";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Kardiologické oddìlení - Koronární jednotka, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
"ZX";"NPNECH";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"0";"ne";"1.3.2018";"";"Neurochirurgie, NPK a.s. Pardubická nemocnice";"";"";"";"0";"Pardubice";"FZS Praxe";"";"FZS Praxe, Pardubice";"";"http://pardubice.nempk.cz/";"";"";""
